gene_id	KO_840	KO_843	KO_857	KO_891	WT_841	WT_842	WT_858	WT_892
ENSMUSG00000078492.3	0	0	0	0	0	0	0	0
ENSMUSG00000084314.1	14	6	4	0	0	2	4	4
ENSMUSG00000028967.10	2388	1904	1067	2402	2271	947	3389	2728
ENSMUSG00000028964.14	6334	5991	3996	4121	5355	2761	3555	3296
ENSMUSG00000028965.13	15	21	8	1	9	1	0	8
ENSMUSG00000014592.19	695	507	337	264	581	354	252	336
ENSMUSG00000064476.1	0	0	0	0	0	0	0	0
ENSMUSG00000028963.1	0	1	1	0	2	4	0	2
ENSMUSG00000028957.12	1306	1120	1498	2097	1541	622	4121	1456
ENSMUSG00000028955.3	25000	21501	17581	10193	23318	12448	8663	12617
ENSMUSG00000078491.2	0	0	0	0	0	0	0	0
ENSMUSG00000085593.1	0	0	0	0	8	0	0	0
ENSMUSG00000104142.1	0	0	0	0	0	0	0	0
ENSMUSG00000039768.16	3000	2956	4288	2890	2959	1393	2953	2728
ENSMUSG00000039759.10	329	297	178	277	377	185	432	173
ENSMUSG00000047777.9	1272	994	907	1724	1253	587	2960	1123
ENSMUSG00000108391.1	1	5	1	4	6	0	0	0
ENSMUSG00000073700.3	2148	1880	1546	2656	2171	838	3010	1785
ENSMUSG00000028952.12	169	204	168	212	218	75	241	153
ENSMUSG00000028950.3	7	0	0	5	1	1	1	1
ENSMUSG00000028948.16	1449	1365	1622	1191	1207	664	1126	1005
ENSMUSG00000039713.16	1439	1494	1991	2220	1400	803	1842	1410
ENSMUSG00000024793.14	19	26	5	2	8	3	0	1
ENSMUSG00000028943.18	5	17	14	5	24	2	17	14
ENSMUSG00000081544.1	35	20	10	10	38	11	10	12
ENSMUSG00000028940.2	0	1	1	0	0	0	0	0
ENSMUSG00000028937.14	1605	1760	1688	1462	1808	989	1344	1533
ENSMUSG00000098385.1	0	0	0	0	0	1	0	0
ENSMUSG00000085724.1	0	0	0	0	0	0	0	0
ENSMUSG00000042804.13	369	240	24	22	394	144	0	48
ENSMUSG00000028946.6	0	1	0	0	0	0	0	0
ENSMUSG00000039662.16	6838	5720	6251	4816	8281	3399	6500	5725
ENSMUSG00000058498.12	2	0	0	0	0	1	0	0
ENSMUSG00000028936.15	5253	4564	2867	3106	5265	2777	3851	2501
ENSMUSG00000005045.16	2	6	45	23	24	4	5	14
ENSMUSG00000085179.1	0	0	4	0	1	0	4	0
ENSMUSG00000028931.11	636	556	1007	482	601	224	113	365
ENSMUSG00000090057.1	0	0	0	0	0	0	0	0
ENSMUSG00000089757.1	0	0	0	4	0	0	0	0
ENSMUSG00000039577.17	53	84	91	71	131	40	52	106
ENSMUSG00000083078.1	0	1	0	1	0	1	1	1
ENSMUSG00000073699.3	0	0	0	0	0	0	0	0
ENSMUSG00000080360.1	0	0	0	0	0	0	0	0
ENSMUSG00000085648.1	0	0	0	0	0	0	0	0
ENSMUSG00000087454.1	0	0	0	0	0	0	0	0
ENSMUSG00000039546.9	0	0	0	0	0	0	0	0
ENSMUSG00000077519.1	0	0	0	0	0	0	0	0
ENSMUSG00000085390.1	0	0	0	0	0	0	0	0
ENSMUSG00000086272.1	0	0	0	0	0	0	0	0
ENSMUSG00000047613.10	1546	1662	1149	850	1465	834	804	925
ENSMUSG00000029027.8	162	85	80	72	131	59	120	98
ENSMUSG00000039523.16	1188	1015	4575	3344	1896	779	5145	4641
ENSMUSG00000029028.14	1090	1073	1213	1343	1171	597	1415	1020
ENSMUSG00000078350.11	2707	2395	1681	1742	2815	1657	2482	2290
ENSMUSG00000039492.7	13	17	16	4	16	16	13	18
ENSMUSG00000080807.1	0	0	0	0	0	0	0	0
ENSMUSG00000082073.1	0	0	0	0	0	0	0	0
ENSMUSG00000029026.16	0	1	0	1	0	1	0	0
ENSMUSG00000087071.1	0	0	0	0	0	0	0	0
ENSMUSG00000088774.1	0	0	0	0	0	0	0	0
ENSMUSG00000029029.14	965	835	598	363	999	416	310	468
ENSMUSG00000029030.14	19805	14609	11579	8348	19443	7651	10234	11930
ENSMUSG00000057751.14	67	49	0	9	56	78	1	1
ENSMUSG00000081276.1	0	0	0	0	0	0	0	0
ENSMUSG00000029032.12	6	1	0	0	11	4	4	0
ENSMUSG00000039410.16	52	54	307	73	192	54	129	262
ENSMUSG00000097871.1	0	1	1	0	0	0	0	1
ENSMUSG00000086565.1	0	0	0	0	1	0	0	0
ENSMUSG00000084987.1	0	0	3	0	4	0	0	0
ENSMUSG00000085069.2	4	17	3	1	20	3	4	16
ENSMUSG00000098424.1	0	1	1	0	1	0	0	1
ENSMUSG00000086810.1	4	0	0	0	0	0	0	0
ENSMUSG00000051276.4	2	0	0	0	88	0	0	0
ENSMUSG00000046637.3	31	33	10	0	35	11	1	8
ENSMUSG00000087437.7	0	0	0	0	0	0	0	0
ENSMUSG00000058183.14	32	57	13	1	79	16	4	0
ENSMUSG00000029059.9	15548	16937	11003	5740	12588	7281	3095	7115
ENSMUSG00000042333.14	219	171	158	198	350	147	407	261
ENSMUSG00000092483.1	0	0	0	1	0	0	0	0
ENSMUSG00000048001.7	0	0	0	0	0	1	0	0
ENSMUSG00000029056.13	1539	1408	983	931	1643	783	1048	968
ENSMUSG00000029055.17	48	166	422	93	156	59	37	298
ENSMUSG00000073686.2	0	4	0	1	0	1	1	0
ENSMUSG00000029047.13	1458	1527	1347	899	1460	748	987	930
ENSMUSG00000029048.3	17752	16622	14967	9516	18295	9276	9982	12717
ENSMUSG00000029049.14	73	50	60	83	117	52	133	68
ENSMUSG00000029050.15	3892	3873	12810	7961	5120	2190	7462	8575
ENSMUSG00000073684.13	2280	1925	1820	2003	1965	888	2146	1725
ENSMUSG00000029053.16	14	2	5	1	9	1	2	2
ENSMUSG00000098729.1	0	0	0	0	0	0	0	1
ENSMUSG00000029054.8	4	0	0	0	0	1	0	0
ENSMUSG00000084803.8	0	0	0	1	2	0	0	0
ENSMUSG00000078490.9	14	9	7	8	8	1	6	9
ENSMUSG00000023153.9	11	18	8	1	16	2	2	16
ENSMUSG00000029064.15	36912	31278	30605	23694	37458	18196	26704	26007
ENSMUSG00000082429.1	0	4	5	3	6	1	15	5
ENSMUSG00000029063.16	32651	27674	29403	23363	35746	15047	30091	26823
ENSMUSG00000042202.15	1971	1859	2462	1944	2564	1160	2385	2317
ENSMUSG00000086682.1	19	16	20	13	15	9	18	5
ENSMUSG00000073682.3	0	0	0	0	0	0	0	0
ENSMUSG00000085063.1	0	2	0	0	0	0	0	0
ENSMUSG00000029062.14	342	345	2754	2002	584	292	2001	2051
ENSMUSG00000029061.2	210	231	17	35	408	168	52	232
ENSMUSG00000029060.17	1760	1571	1614	1725	1899	748	2082	1314
ENSMUSG00000074738.2	340	187	144	212	318	185	462	308
ENSMUSG00000029038.9	3654	3161	2815	1916	3324	1725	1978	2162
ENSMUSG00000064916.1	4	3	12	5	6	11	6	12
ENSMUSG00000096221.3	29	14	8	15	58	16	23	14
ENSMUSG00000084845.9	28	9	0	7	22	15	2	0
ENSMUSG00000029036.18	4452	4289	4079	3789	3630	2098	3885	2764
ENSMUSG00000054514.3	55	28	8	12	32	13	18	10
ENSMUSG00000042116.3	706	572	87	380	571	314	759	272
ENSMUSG00000097728.1	6	1	5	17	1	4	32	15
ENSMUSG00000073680.2	1303	737	254	554	506	363	740	122
ENSMUSG00000098638.1	0	0	0	0	0	0	0	0
ENSMUSG00000078487.8	9	11	39	53	15	8	26	30
ENSMUSG00000029066.12	4074	4081	2595	2046	2934	1779	1520	1649
ENSMUSG00000029068.16	5802	4548	4192	4912	6062	2641	5116	3687
ENSMUSG00000065990.12	6671	6367	3650	3093	6254	3022	3195	3169
ENSMUSG00000073679.2	2	1	0	0	13	1	0	2
ENSMUSG00000029070.9	19746	17551	13029	5828	31488	11938	7019	17177
ENSMUSG00000029071.16	5415	5407	7417	4259	6161	2606	4732	5281
ENSMUSG00000029072.3	33	29	101	45	17	8	40	57
ENSMUSG00000029073.9	2002	1729	2246	1232	2038	898	1049	1429
ENSMUSG00000029034.9	2276	2051	1852	1347	2263	1241	1607	1583
ENSMUSG00000051557.15	1021	886	839	591	962	422	565	424
ENSMUSG00000029033.16	1926	1677	1868	1315	2442	1086	1765	1525
ENSMUSG00000096174.1	0	0	0	0	0	0	0	0
ENSMUSG00000023286.16	1816	1465	1425	1151	1680	821	1019	1150
ENSMUSG00000023571.4	10012	9110	5200	5065	7867	5054	6285	4976
ENSMUSG00000050796.4	701	628	354	337	669	373	257	420
ENSMUSG00000029076.14	13643	12730	9335	11922	15468	7516	14511	10262
ENSMUSG00000029075.6	6	10	0	0	3	1	2	4
ENSMUSG00000103183.1	20	16	29	26	19	8	33	25
ENSMUSG00000087381.8	8	14	14	5	10	14	38	19
ENSMUSG00000088545.1	0	0	0	0	0	0	0	0
ENSMUSG00000041954.18	22	22	11	8	4	3	7	11
ENSMUSG00000029074.14	0	0	0	0	16	1	0	0
ENSMUSG00000086549.1	0	0	0	0	0	0	0	0
ENSMUSG00000065427.1	0	0	0	0	0	0	0	0
ENSMUSG00000065400.1	0	0	0	0	0	0	0	0
ENSMUSG00000065549.3	0	0	0	0	0	0	0	0
ENSMUSG00000059939.13	313	267	271	195	356	136	162	251
ENSMUSG00000110404.1	1	0	3	5	0	1	1	2
ENSMUSG00000041936.18	2127	2152	1841	2237	4323	1851	2724	2467
ENSMUSG00000035692.6	40	48	55	16	91	58	29	23
ENSMUSG00000078349.2	49	2	3	14	49	20	20	4
ENSMUSG00000078486.3	1	0	36	6	2	0	1	3
ENSMUSG00000078485.2	10	7	64	14	16	2	21	14
ENSMUSG00000078484.3	1378	1042	949	1096	1471	606	1412	993
ENSMUSG00000098954.1	0	0	0	0	0	0	0	0
ENSMUSG00000095567.7	2585	2417	3590	2766	3125	1193	3021	2918
ENSMUSG00000096351.1	3	3	0	0	6	0	3	0
ENSMUSG00000057021.12	0	0	0	0	0	0	0	0
ENSMUSG00000096042.1	0	0	0	0	0	0	0	0
ENSMUSG00000098947.2	0	0	0	0	0	0	0	0
ENSMUSG00000090577.1	0	0	0	0	0	0	0	0
ENSMUSG00000105722.1	0	0	0	0	0	0	0	0
ENSMUSG00000106520.1	0	0	0	0	0	0	0	0
ENSMUSG00000106504.1	0	0	0	0	0	0	0	0
ENSMUSG00000090701.1	0	0	0	0	0	0	0	0
ENSMUSG00000091936.1	0	0	0	0	0	0	0	0
ENSMUSG00000106399.1	0	0	0	0	0	0	0	0
ENSMUSG00000091483.1	0	0	0	0	0	0	0	0
ENSMUSG00000105800.1	0	0	0	0	0	0	0	0
ENSMUSG00000062353.6	103	102	75	68	112	55	76	61
ENSMUSG00000106658.1	0	0	0	0	0	0	0	0
ENSMUSG00000040274.11	683	780	2878	605	1314	517	297	1919
ENSMUSG00000106588.1	0	9	3	3	1	0	0	0
ENSMUSG00000105534.1	0	4	2	0	0	0	0	0
ENSMUSG00000058503.11	295	211	584	461	297	202	526	453
ENSMUSG00000105656.1	2	10	6	17	5	7	12	4
ENSMUSG00000065044.1	0	0	0	0	0	0	0	0
ENSMUSG00000008307.11	12	12	31	30	9	3	62	21
ENSMUSG00000040302.17	289	210	204	203	277	168	296	259
ENSMUSG00000104891.1	13	1	3	11	7	5	15	7
ENSMUSG00000005907.14	913	985	2016	1521	1298	632	2050	2001
ENSMUSG00000105130.1	0	1	3	1	0	0	0	0
ENSMUSG00000104950.1	12	4	47	78	28	7	69	113
ENSMUSG00000007415.15	14127	11552	8832	6882	11797	5763	6863	8851
ENSMUSG00000014529.9	3	0	0	0	98	10	0	2
ENSMUSG00000093279.1	0	0	0	0	0	0	0	0
ENSMUSG00000040351.11	4723	4132	11311	6855	7129	3063	6720	10669
ENSMUSG00000092698.1	0	0	0	0	0	0	0	0
ENSMUSG00000105950.1	127	101	233	79	117	63	69	180
ENSMUSG00000000600.15	1640	1379	2401	1707	1989	887	1835	2499
ENSMUSG00000040367.2	1	6	5	1	5	2	0	0
ENSMUSG00000104699.1	83	70	59	81	71	31	34	34
ENSMUSG00000040429.6	60	66	49	50	71	37	52	65
ENSMUSG00000040407.17	397	496	6794	4767	433	204	2227	5137
ENSMUSG00000105893.1	2	2	5	9	8	0	1	4
ENSMUSG00000106535.1	7	7	110	32	20	4	8	39
ENSMUSG00000001467.5	5767	7651	5964	3102	4653	3104	2912	3574
ENSMUSG00000053178.5	37	12	12	20	28	10	42	15
ENSMUSG00000044674.6	1477	1417	1288	1894	2369	973	2053	2002
ENSMUSG00000083921.2	0	0	6	1	1	0	0	0
ENSMUSG00000105560.1	3	0	1	0	0	0	0	0
ENSMUSG00000104656.1	0	0	0	0	0	0	0	0
ENSMUSG00000028926.15	2912	2548	4525	2891	4612	2053	3942	4753
ENSMUSG00000106212.1	2	5	14	3	0	0	1	0
ENSMUSG00000105062.1	1	3	0	2	3	1	0	0
ENSMUSG00000093159.1	0	0	0	1	0	0	0	0
ENSMUSG00000106472.1	0	0	6	12	5	3	0	12
ENSMUSG00000106272.1	0	0	0	0	0	0	0	0
ENSMUSG00000105400.1	0	0	0	0	0	0	0	0
ENSMUSG00000106054.1	2	4	0	0	0	0	0	0
ENSMUSG00000105287.1	1	2	3	0	0	0	0	5
ENSMUSG00000105864.1	13	8	2	0	12	2	0	5
ENSMUSG00000106202.1	3	1	6	0	3	0	0	6
ENSMUSG00000104867.1	1	1	0	0	1	0	1	0
ENSMUSG00000079666.8	0	0	0	0	20	0	0	0
ENSMUSG00000046798.14	4962	4364	2776	2004	4531	2456	2624	2709
ENSMUSG00000040464.15	783	552	603	539	736	375	477	525
ENSMUSG00000104716.1	2	2	3	2	4	0	3	1
ENSMUSG00000073234.4	0	0	0	0	0	1	0	0
ENSMUSG00000040473.15	3	1	5	2	86	8	2	3
ENSMUSG00000015653.13	455	425	266	911	568	661	2205	637
ENSMUSG00000105996.1	0	0	0	0	0	0	0	0
ENSMUSG00000015652.9	16	41	42	29	39	18	13	25
ENSMUSG00000097554.1	91	102	2	0	98	48	0	3
ENSMUSG00000100801.1	137	140	19	7	150	91	8	13
ENSMUSG00000104952.1	0	0	0	0	0	0	0	0
ENSMUSG00000088692.1	0	0	0	0	0	0	0	0
ENSMUSG00000105370.1	0	0	0	0	0	0	0	0
ENSMUSG00000106308.1	0	0	0	0	0	0	0	0
ENSMUSG00000088380.1	0	0	0	0	0	0	0	0
ENSMUSG00000106064.1	0	0	0	0	0	0	0	0
ENSMUSG00000104663.1	1	0	0	0	0	2	0	0
ENSMUSG00000105487.1	0	0	0	0	0	0	0	0
ENSMUSG00000106532.1	0	0	0	0	2	0	0	0
ENSMUSG00000092094.5	0	0	0	0	0	0	0	0
ENSMUSG00000064851.1	0	0	0	0	0	0	0	0
ENSMUSG00000095159.2	92	80	75	44	82	49	24	65
ENSMUSG00000105711.1	1	0	0	0	0	0	0	0
ENSMUSG00000105980.1	0	0	0	0	0	0	0	0
ENSMUSG00000105832.1	0	0	0	0	0	0	0	0
ENSMUSG00000040514.6	0	0	0	0	2	0	0	0
ENSMUSG00000098077.1	0	5	4	4	0	0	1	0
ENSMUSG00000105068.1	6	8	3	6	6	1	5	5
ENSMUSG00000081226.1	3	0	2	6	0	3	2	0
ENSMUSG00000080515.1	0	0	0	0	0	0	0	0
ENSMUSG00000104624.1	0	0	0	1	0	0	0	1
ENSMUSG00000012428.9	156035	117855	159937	122103	169911	71884	97844	158717
ENSMUSG00000086528.1	1	0	0	0	0	0	1	0
ENSMUSG00000003161.15	12873	10505	9044	5050	12560	5748	4927	6971
ENSMUSG00000082867.1	11	6	6	4	0	4	0	12
ENSMUSG00000040537.17	168	271	685	255	474	190	84	893
ENSMUSG00000094226.3	0	0	1	0	0	0	0	0
ENSMUSG00000095290.1	0	2	1	0	0	0	0	0
ENSMUSG00000088103.1	0	0	1	0	0	0	0	0
ENSMUSG00000106265.1	0	0	0	0	2	0	0	1
ENSMUSG00000002297.15	132	123	234	103	186	52	61	170
ENSMUSG00000054099.11	1767	1489	1217	750	1560	866	585	1027
ENSMUSG00000040570.14	128	175	64	89	115	188	68	40
ENSMUSG00000105740.1	0	0	0	0	0	0	1	0
ENSMUSG00000040584.8	477	410	1075	594	737	420	408	757
ENSMUSG00000105392.1	1	1	0	0	1	0	1	0
ENSMUSG00000104535.1	0	0	0	0	1	0	0	1
ENSMUSG00000097279.1	3	1	1	0	0	1	2	1
ENSMUSG00000028970.9	421	482	510	442	905	278	444	396
ENSMUSG00000105870.1	0	1	0	0	1	0	0	1
ENSMUSG00000042476.12	46	28	59	32	49	4	3	20
ENSMUSG00000106664.1	2	0	0	0	0	2	0	0
ENSMUSG00000003623.4	7984	7163	6580	4362	8243	4402	4760	5667
ENSMUSG00000078183.3	17	30	13	13	20	5	4	7
ENSMUSG00000102921.1	0	0	0	0	0	0	0	0
ENSMUSG00000099209.1	0	1	0	0	0	0	0	0
ENSMUSG00000084923.1	1	0	0	0	0	0	0	1
ENSMUSG00000079659.5	3694	3148	2169	1853	3916	1884	2310	2256
ENSMUSG00000042508.16	1031	936	2469	1585	1246	557	1506	1589
ENSMUSG00000089562.1	0	0	0	0	1	0	0	0
ENSMUSG00000080875.4	179	189	86	62	189	88	75	96
ENSMUSG00000089926.1	0	0	0	0	0	0	0	0
ENSMUSG00000056004.16	21	5	19	66	7	2	16	29
ENSMUSG00000086115.1	0	0	0	0	0	0	0	0
ENSMUSG00000077896.1	0	0	0	0	0	0	0	0
ENSMUSG00000003974.6	0	1	0	0	1	0	0	0
ENSMUSG00000106637.1	0	0	0	0	0	0	0	0
ENSMUSG00000089399.1	0	0	0	0	0	0	0	0
ENSMUSG00000105348.1	0	0	0	0	0	0	0	0
ENSMUSG00000106661.1	0	0	0	0	0	0	0	0
ENSMUSG00000091487.1	0	0	0	0	0	0	0	0
ENSMUSG00000105173.1	0	0	0	0	0	0	0	0
ENSMUSG00000073226.9	0	0	0	2	0	0	0	0
ENSMUSG00000100895.1	0	0	0	0	0	0	0	0
ENSMUSG00000069355.12	0	0	0	0	0	0	0	0
ENSMUSG00000105157.1	0	0	0	0	0	0	0	0
ENSMUSG00000091817.1	0	0	0	0	0	0	0	0
ENSMUSG00000105536.1	2	0	0	5	0	1	0	0
ENSMUSG00000106274.1	0	0	0	0	0	0	0	0
ENSMUSG00000105295.1	1	0	0	0	0	0	0	0
ENSMUSG00000105657.1	0	0	0	0	0	1	0	0
ENSMUSG00000091422.8	0	0	0	0	0	0	0	0
ENSMUSG00000104942.1	0	0	0	0	0	0	0	0
ENSMUSG00000106652.1	0	0	0	0	0	0	0	0
ENSMUSG00000095710.7	0	0	0	0	0	0	0	0
ENSMUSG00000091933.2	0	0	0	0	0	0	0	0
ENSMUSG00000104834.1	0	0	0	0	0	0	0	0
ENSMUSG00000105978.1	0	0	0	0	0	0	0	0
ENSMUSG00000106477.1	0	0	0	0	0	0	0	0
ENSMUSG00000106506.1	0	0	0	0	0	0	0	0
ENSMUSG00000094025.7	0	0	0	0	0	0	0	0
ENSMUSG00000105705.1	0	2	0	0	0	0	0	0
ENSMUSG00000104982.1	0	0	0	0	0	0	0	0
ENSMUSG00000095918.7	0	0	0	0	0	0	0	0
ENSMUSG00000104811.1	0	0	0	0	0	0	0	0
ENSMUSG00000096846.7	0	0	0	0	0	0	0	0
ENSMUSG00000105564.1	0	0	0	0	0	0	2	0
ENSMUSG00000106148.1	0	0	0	0	0	0	0	0
ENSMUSG00000095829.8	0	0	0	0	0	0	0	0
ENSMUSG00000106351.1	0	0	0	0	0	0	0	0
ENSMUSG00000106034.1	0	0	0	0	0	0	0	0
ENSMUSG00000096732.7	0	0	0	0	0	0	0	0
ENSMUSG00000104601.1	0	0	0	0	0	0	0	0
ENSMUSG00000105549.1	0	0	0	0	0	0	0	0
ENSMUSG00000105688.1	0	0	0	0	0	0	0	0
ENSMUSG00000095296.7	0	0	0	0	0	0	0	0
ENSMUSG00000106156.1	0	0	0	0	0	0	0	0
ENSMUSG00000104789.1	0	0	0	0	0	0	0	0
ENSMUSG00000091903.8	0	0	0	0	0	0	0	0
ENSMUSG00000104774.1	0	0	0	0	0	0	0	0
ENSMUSG00000105299.1	0	0	0	0	0	0	0	0
ENSMUSG00000094105.7	0	0	0	0	0	0	0	0
ENSMUSG00000099391.2	0	0	0	0	4	0	0	0
ENSMUSG00000105364.1	1	2	0	0	0	2	0	0
ENSMUSG00000094205.7	0	0	0	0	0	0	0	0
ENSMUSG00000104578.1	0	0	0	0	0	0	0	0
ENSMUSG00000105479.1	0	0	0	0	0	0	0	0
ENSMUSG00000094036.1	0	0	0	0	0	0	0	0
ENSMUSG00000106410.1	0	0	0	0	0	0	0	0
ENSMUSG00000106026.1	0	0	0	0	0	0	0	0
ENSMUSG00000067848.12	0	0	0	0	0	0	0	0
ENSMUSG00000105171.1	12	0	0	17	0	0	20	22
ENSMUSG00000099516.1	0	0	0	0	0	0	0	0
ENSMUSG00000103740.1	0	0	0	0	0	0	0	0
ENSMUSG00000105155.1	0	0	0	0	0	0	0	0
ENSMUSG00000104941.1	0	0	0	0	0	0	0	0
ENSMUSG00000040254.11	49	27	0	0	65	14	0	0
ENSMUSG00000105854.1	2	2	0	2	2	2	0	0
ENSMUSG00000104632.1	0	0	0	0	1	0	0	0
ENSMUSG00000105237.1	0	0	0	0	0	0	0	0
ENSMUSG00000094310.1	0	0	0	0	0	0	0	0
ENSMUSG00000096810.1	14	8	14	12	12	8	9	7
ENSMUSG00000104577.1	0	0	0	1	0	2	0	0
ENSMUSG00000062038.5	7	1	0	0	2	0	1	3
ENSMUSG00000028883.17	5	10	3	6	9	3	1	0
ENSMUSG00000105334.1	0	0	0	0	0	0	0	0
ENSMUSG00000105750.1	2	0	0	0	0	0	0	0
ENSMUSG00000105041.1	0	0	0	0	0	0	0	0
ENSMUSG00000104626.1	0	0	0	0	0	0	0	0
ENSMUSG00000105366.1	0	0	0	1	0	0	0	0
ENSMUSG00000104905.1	0	0	0	0	0	0	0	0
ENSMUSG00000104638.1	0	0	0	0	1	0	0	0
ENSMUSG00000105833.1	3	1	2	1	10	4	3	2
ENSMUSG00000090991.1	0	0	0	0	1	0	0	0
ENSMUSG00000067855.7	0	0	0	0	0	0	0	0
ENSMUSG00000090793.2	0	0	0	0	1	0	0	0
ENSMUSG00000106615.1	0	0	0	0	1	0	0	0
ENSMUSG00000105521.1	0	0	0	0	1	0	0	0
ENSMUSG00000105614.1	0	0	0	0	0	0	0	0
ENSMUSG00000089244.1	0	0	0	0	0	0	0	0
ENSMUSG00000063531.7	42	22	0	0	30	33	0	4
ENSMUSG00000105528.1	2	0	0	0	0	0	0	0
ENSMUSG00000085352.1	0	0	0	0	0	0	0	0
ENSMUSG00000106310.1	2	2	0	0	0	0	0	0
ENSMUSG00000061601.15	33	22	909	597	28	8	320	563
ENSMUSG00000097976.1	0	0	0	0	0	0	0	0
ENSMUSG00000106491.1	0	1	12	0	1	0	2	0
ENSMUSG00000105485.1	0	1	5	0	0	0	0	0
ENSMUSG00000104625.1	0	0	1	6	1	0	0	0
ENSMUSG00000106048.1	0	0	3	1	0	0	0	0
ENSMUSG00000106411.1	0	0	1	0	0	1	0	0
ENSMUSG00000105578.1	0	0	0	0	0	0	0	4
ENSMUSG00000098233.1	0	1	0	0	1	0	0	0
ENSMUSG00000105571.1	0	0	0	0	0	0	0	0
ENSMUSG00000104672.1	0	0	0	0	0	0	0	0
ENSMUSG00000033219.8	0	0	0	0	0	0	0	0
ENSMUSG00000091255.1	0	0	0	0	1	0	0	0
ENSMUSG00000072188.4	0	0	0	0	0	0	0	0
ENSMUSG00000091897.1	0	0	0	0	0	0	0	0
ENSMUSG00000106004.4	0	0	0	0	0	0	0	0
ENSMUSG00000099762.3	0	0	0	0	0	0	0	0
ENSMUSG00000094230.5	0	0	0	0	0	0	0	0
ENSMUSG00000106445.1	0	0	0	0	0	0	0	0
ENSMUSG00000105300.1	0	0	0	0	0	0	0	0
ENSMUSG00000096878.2	0	0	0	0	0	0	0	0
ENSMUSG00000070933.10	0	0	0	0	0	0	0	0
ENSMUSG00000069720.4	0	0	0	0	0	0	0	0
ENSMUSG00000089871.1	0	0	0	0	0	0	0	0
ENSMUSG00000073208.12	0	0	0	0	0	0	0	0
ENSMUSG00000106083.1	0	0	0	0	0	0	0	0
ENSMUSG00000105515.1	0	0	0	0	0	0	0	0
ENSMUSG00000105185.4	0	0	0	0	2	0	0	0
ENSMUSG00000105916.1	0	0	0	0	0	0	0	0
ENSMUSG00000105310.1	0	0	0	0	0	0	0	0
ENSMUSG00000096936.1	0	0	0	0	0	0	0	0
ENSMUSG00000040118.15	1301	1103	1959	1041	1614	988	1535	2284
ENSMUSG00000104886.1	1	5	0	0	0	1	0	0
ENSMUSG00000105526.1	1	2	0	4	2	2	0	1
ENSMUSG00000106177.1	0	0	4	0	0	0	0	0
ENSMUSG00000097941.1	3	0	1	0	3	4	0	2
ENSMUSG00000028864.7	766	625	1470	1212	1256	547	978	1531
ENSMUSG00000106339.1	33	14	28	20	23	5	12	21
ENSMUSG00000105660.1	4	0	1	6	2	1	1	0
ENSMUSG00000059179.6	0	2	3	0	0	0	0	0
ENSMUSG00000109903.1	0	0	0	0	0	0	0	0
ENSMUSG00000099854.1	0	0	0	0	0	0	0	0
ENSMUSG00000105706.1	10	4	4	8	8	8	2	2
ENSMUSG00000091273.1	0	0	0	0	0	0	0	0
ENSMUSG00000091827.2	0	0	0	0	0	0	0	0
ENSMUSG00000090750.1	0	0	0	0	0	0	0	0
ENSMUSG00000058643.3	0	0	0	0	0	0	0	0
ENSMUSG00000106358.1	0	0	0	0	0	0	0	0
ENSMUSG00000028780.13	18805	13352	40669	12513	25957	10736	7935	33110
ENSMUSG00000002944.15	764625	618986	572973	374598	689268	376075	367002	464861
ENSMUSG00000028777.8	40	32	43	13	35	20	9	37
ENSMUSG00000057614.6	84195	62791	74296	62218	77041	40760	60540	67819
ENSMUSG00000104540.1	9	12	20	5	20	3	11	12
ENSMUSG00000104718.1	0	0	0	0	4	0	0	0
ENSMUSG00000105930.1	0	0	0	0	0	0	0	0
ENSMUSG00000089364.1	0	0	0	0	0	0	0	0
ENSMUSG00000106498.1	0	1	0	0	4	0	0	0
ENSMUSG00000097626.5	2	4	0	0	3	5	1	2
ENSMUSG00000106433.1	0	0	0	0	0	0	0	0
ENSMUSG00000040003.18	143	115	223	104	254	149	117	528
ENSMUSG00000106204.1	0	0	0	0	0	0	0	0
ENSMUSG00000088668.1	0	0	0	0	0	0	0	0
ENSMUSG00000096882.1	0	0	0	0	0	0	0	0
ENSMUSG00000077171.1	0	0	0	0	0	0	0	0
ENSMUSG00000106559.1	0	0	0	0	0	0	0	0
ENSMUSG00000087768.1	0	0	0	0	0	0	0	0
ENSMUSG00000106240.1	0	0	0	0	0	0	0	1
ENSMUSG00000073174.6	1	1	0	2	0	1	5	1
ENSMUSG00000105036.1	0	0	0	0	0	0	0	0
ENSMUSG00000039987.15	2810	2335	4239	2176	3943	1862	1425	3387
ENSMUSG00000082716.1	0	0	0	1	0	0	5	0
ENSMUSG00000045435.9	2563	2095	1510	1181	2029	1252	896	1058
ENSMUSG00000039968.9	937	797	2061	1830	1369	592	1911	2060
ENSMUSG00000101013.1	6	6	8	9	17	2	7	2
ENSMUSG00000028771.13	2111	1973	4963	2542	2908	1285	2372	3307
ENSMUSG00000106158.1	2	9	5	17	11	6	12	14
ENSMUSG00000087813.1	0	0	0	0	0	0	0	0
ENSMUSG00000096269.3	0	0	0	0	4	0	2	0
ENSMUSG00000106116.1	0	0	0	0	0	0	0	0
ENSMUSG00000106104.1	0	0	0	0	4	0	0	0
ENSMUSG00000039934.12	298	373	625	125	442	386	104	73
ENSMUSG00000104920.1	1	0	0	0	4	0	0	0
ENSMUSG00000105275.1	0	0	0	0	0	0	0	0
