gene_id	KO_840	KO_843	KO_857	KO_891	WT_841	WT_842	WT_858	WT_892
ENSMUSG00000106601.1	0	0	0	0	1	0	0	0
ENSMUSG00000098336.1	0	0	0	0	0	0	0	0
ENSMUSG00000096577.2	0	0	0	0	0	0	0	0
ENSMUSG00000096074.2	0	0	0	0	0	1	0	0
ENSMUSG00000076733.2	0	0	0	0	0	0	0	0
ENSMUSG00000105749.1	0	0	0	0	0	0	0	0
ENSMUSG00000106599.1	0	0	0	0	0	0	0	0
ENSMUSG00000094124.5	2	0	0	0	0	0	0	0
ENSMUSG00000091087.2	0	0	0	0	0	0	0	0
ENSMUSG00000105669.1	0	0	0	0	0	0	0	0
ENSMUSG00000104780.1	8	3	6	1	5	3	3	2
ENSMUSG00000096020.2	0	0	0	0	0	0	0	0
ENSMUSG00000104542.1	0	0	0	0	0	0	0	0
ENSMUSG00000093896.2	4	0	0	0	0	0	0	0
ENSMUSG00000106482.1	0	0	0	0	0	0	0	0
ENSMUSG00000096452.2	0	0	0	0	0	0	0	0
ENSMUSG00000096326.2	0	0	0	0	0	4	0	0
ENSMUSG00000106645.1	0	0	0	0	0	0	0	0
ENSMUSG00000104590.2	0	0	0	0	0	0	0	0
ENSMUSG00000105123.1	0	0	0	0	0	0	0	0
ENSMUSG00000105928.1	28	64	51	36	54	41	32	42
ENSMUSG00000094075.1	0	2	0	0	0	4	0	0
ENSMUSG00000094689.1	18	3	0	0	4	0	0	0
ENSMUSG00000106434.1	0	0	0	0	0	0	0	0
ENSMUSG00000106041.1	0	0	0	0	0	0	0	0
ENSMUSG00000095127.2	0	0	0	0	0	0	0	0
ENSMUSG00000105757.1	0	0	0	0	0	0	0	0
ENSMUSG00000094940.1	0	0	0	0	0	0	0	0
ENSMUSG00000106239.1	14	21	4	23	16	14	8	10
ENSMUSG00000096150.1	26	0	0	0	0	0	0	0
ENSMUSG00000105605.1	0	0	0	0	0	0	0	0
ENSMUSG00000042063.11	1310	954	1905	1319	1327	842	1124	1515
ENSMUSG00000011171.11	278	331	486	86	72	48	3	88
ENSMUSG00000093765.7	64	57	41	20	33	27	5	32
ENSMUSG00000105984.1	0	0	0	0	0	0	0	0
ENSMUSG00000065685.1	0	0	0	0	0	0	0	0
ENSMUSG00000042050.7	208	177	1062	825	275	155	737	913
ENSMUSG00000096694.1	0	0	0	0	0	0	0	0
ENSMUSG00000078984.1	0	0	0	0	0	0	0	0
ENSMUSG00000021171.7	14990	14097	20264	11025	19833	8611	12326	17766
ENSMUSG00000042029.6	584	391	1428	937	535	218	472	755
ENSMUSG00000084629.1	0	0	0	0	0	0	0	0
ENSMUSG00000089468.2	0	0	0	0	0	0	0	0
ENSMUSG00000056553.14	0	0	0	1	0	0	0	5
ENSMUSG00000101236.1	0	6	2	4	1	0	2	1
ENSMUSG00000101814.1	0	0	0	0	2	0	0	0
ENSMUSG00000099907.1	0	0	0	0	0	0	0	0
ENSMUSG00000101930.1	0	0	0	0	0	0	0	0
ENSMUSG00000065538.1	0	0	0	0	0	0	0	0
ENSMUSG00000041992.8	263	324	48	4	301	188	29	19
ENSMUSG00000089482.1	0	1	0	0	0	0	0	0
ENSMUSG00000021175.15	976	777	1110	570	1133	543	232	854
ENSMUSG00000093544.1	0	0	0	0	0	0	0	0
ENSMUSG00000018581.15	3	0	0	0	0	0	0	1
ENSMUSG00000025323.9	360	301	348	313	414	187	325	340
ENSMUSG00000065348.1	0	0	0	0	0	0	0	0
ENSMUSG00000088797.1	0	0	0	0	0	0	0	0
ENSMUSG00000048562.6	0	0	0	0	0	0	0	0
ENSMUSG00000072791.11	0	0	0	0	0	0	0	0
ENSMUSG00000025321.14	8	25	6	0	21	11	0	2
ENSMUSG00000021908.9	816	721	1008	702	1672	771	748	706
ENSMUSG00000041886.6	0	0	0	0	0	0	0	0
ENSMUSG00000092720.1	0	0	0	0	0	0	0	0
ENSMUSG00000048004.14	0	0	0	0	0	0	0	0
ENSMUSG00000098707.1	0	0	0	0	0	0	0	0
ENSMUSG00000091834.1	0	0	0	0	0	0	0	0
ENSMUSG00000091304.1	0	0	0	0	0	0	0	0
ENSMUSG00000096107.1	0	3	0	0	3	0	0	0
ENSMUSG00000097709.7	0	1	0	0	0	0	0	0
ENSMUSG00000021218.9	42067	36148	35514	26403	42253	22419	28747	30512
ENSMUSG00000033799.9	537	479	3452	2337	674	359	1851	2772
ENSMUSG00000033781.6	1471	1208	1047	1219	1219	674	1431	712
ENSMUSG00000088475.1	0	0	0	0	0	0	2	0
ENSMUSG00000063130.3	13	15	12	3	5	2	0	7
ENSMUSG00000033765.4	0	0	0	0	0	0	0	0
ENSMUSG00000099269.2	0	0	0	0	0	0	0	0
ENSMUSG00000021215.14	8750	9984	11070	12364	7094	4909	21686	11741
ENSMUSG00000021216.6	0	0	0	0	0	0	0	0
ENSMUSG00000044988.7	0	0	0	0	0	0	0	0
ENSMUSG00000093010.1	0	0	0	0	0	0	0	0
ENSMUSG00000110055.1	0	0	0	0	0	0	0	0
ENSMUSG00000033715.14	312	275	6	12	200	180	13	12
ENSMUSG00000021214.13	5	2	0	1	18	4	1	0
ENSMUSG00000021213.11	2929	2365	1760	1471	3376	1511	1092	1749
ENSMUSG00000071551.12	0	2	0	0	0	1	0	1
ENSMUSG00000086265.1	0	4	0	0	0	0	0	0
ENSMUSG00000021211.3	379	237	166	113	373	177	106	219
ENSMUSG00000021210.15	2	2	1	0	0	1	0	0
ENSMUSG00000054757.12	0	0	0	0	0	0	0	0
ENSMUSG00000021207.8	3	4	10	0	1	1	1	3
ENSMUSG00000045410.17	2770	2636	2388	1525	3446	1556	1642	2414
ENSMUSG00000094772.1	5	2	2	0	0	2	0	2
ENSMUSG00000053499.3	0	0	0	0	0	0	2	2
ENSMUSG00000077473.1	0	0	0	0	0	0	0	0
ENSMUSG00000080562.2	0	0	0	0	0	0	0	0
ENSMUSG00000100625.6	2	0	0	4	3	0	4	0
ENSMUSG00000000078.6	12007	12618	22075	32455	15470	7506	37848	25314
ENSMUSG00000077971.1	0	0	0	0	0	0	0	0
ENSMUSG00000101540.1	0	0	0	0	0	0	0	0
ENSMUSG00000021193.9	2888	2878	7662	5633	3928	1713	6330	6185
ENSMUSG00000021196.13	8455	8100	10701	5125	9312	4182	4119	7366
ENSMUSG00000068324.4	1	4	0	0	0	2	0	0
ENSMUSG00000076407.1	0	0	0	0	0	0	0	0
ENSMUSG00000091053.2	0	0	0	0	0	0	0	0
ENSMUSG00000052551.15	6	5	4	3	28	5	2	6
ENSMUSG00000072421.4	3	0	0	0	0	0	2	1
ENSMUSG00000021147.16	2735	2220	1463	1264	2582	1412	1670	1184
ENSMUSG00000058258.14	666	780	606	381	756	527	351	565
ENSMUSG00000076030.1	0	0	0	0	0	0	0	0
ENSMUSG00000061988.3	2	0	0	0	6	0	0	1
ENSMUSG00000021148.11	0	0	1	0	0	0	0	0
ENSMUSG00000077484.1	0	0	0	0	0	0	0	0
ENSMUSG00000096771.1	0	0	0	0	0	0	0	0
ENSMUSG00000033520.2	0	0	5	0	0	0	0	0
ENSMUSG00000095414.1	0	0	0	0	0	0	0	0
ENSMUSG00000021149.7	4345	3407	4850	3833	4434	2290	3240	3766
ENSMUSG00000033499.13	2188	2290	15712	8149	3973	1719	6625	11986
ENSMUSG00000088442.1	6	3	1	1	4	6	2	4
ENSMUSG00000099428.1	0	0	2	3	1	2	1	4
ENSMUSG00000048264.15	999	943	3858	2522	1671	732	2771	3626
ENSMUSG00000097859.1	6	14	14	2	7	6	2	6
ENSMUSG00000088366.1	0	0	1	0	0	0	0	0
ENSMUSG00000021156.16	2551	2401	5856	4963	3029	1761	5582	5546
ENSMUSG00000088609.1	91	49	20	41	24	36	62	36
ENSMUSG00000046159.15	9	7	0	0	10	4	0	1
ENSMUSG00000097009.1	0	0	0	0	0	0	0	0
ENSMUSG00000093260.1	0	0	0	0	0	0	0	0
ENSMUSG00000077618.1	0	0	0	0	0	0	0	0
ENSMUSG00000021313.15	92	89	798	148	162	34	84	727
ENSMUSG00000098110.1	0	6	0	1	5	0	1	1
ENSMUSG00000021311.8	931	945	1873	1633	1661	699	1738	1649
ENSMUSG00000052374.14	0	1	2	2	10	6	0	9
ENSMUSG00000094185.1	2	0	0	1	0	0	4	1
ENSMUSG00000050244.8	1091	1214	3320	2148	1666	716	1964	2536
ENSMUSG00000057554.13	4583	3642	4271	3016	5437	2488	3274	4024
ENSMUSG00000095105.1	0	4	6	3	0	1	6	7
ENSMUSG00000057069.6	916	721	948	583	866	448	508	616
ENSMUSG00000065158.1	0	0	0	0	0	0	0	0
ENSMUSG00000097715.1	236	210	180	82	285	101	155	96
ENSMUSG00000088112.1	0	0	0	0	0	0	0	0
ENSMUSG00000078141.2	6	3	2	6	3	3	0	6
ENSMUSG00000056457.5	0	1	0	0	0	0	0	0
ENSMUSG00000079092.3	0	0	0	0	0	0	0	0
ENSMUSG00000055360.13	0	0	0	0	0	0	0	0
ENSMUSG00000061724.4	56	51	24	27	33	17	16	35
ENSMUSG00000096198.1	0	0	0	0	0	0	0	0
ENSMUSG00000110123.1	0	0	82	43	0	0	0	40
ENSMUSG00000084734.1	0	0	0	0	0	0	0	0
ENSMUSG00000021306.10	1423	1036	2054	1526	1853	598	768	1346
ENSMUSG00000088470.1	0	0	0	0	0	0	0	0
ENSMUSG00000094865.1	4	0	0	2	0	0	0	0
ENSMUSG00000005397.7	73470	62285	160274	104034	103163	48549	113043	166260
ENSMUSG00000019726.10	2172	2366	11868	7178	3616	1630	8590	8564
ENSMUSG00000021303.13	17	4	1	1	13	4	8	1
ENSMUSG00000087898.1	0	1	0	0	2	0	0	0
ENSMUSG00000039242.9	1125	1016	1139	984	1121	573	890	956
ENSMUSG00000096192.1	3	2	4	3	0	4	2	0
ENSMUSG00000039233.12	1543	1355	1135	797	1487	841	958	876
ENSMUSG00000021302.9	1741	1417	1782	1022	1824	953	1697	1743
ENSMUSG00000039219.17	253	267	1570	1683	267	156	1052	1064
ENSMUSG00000064653.1	0	0	0	1	0	0	0	0
ENSMUSG00000077802.1	1	0	0	0	0	0	0	0
ENSMUSG00000021301.8	1	0	0	2	4	0	0	0
ENSMUSG00000015672.3	1251	1121	769	582	1065	601	515	512
ENSMUSG00000015671.10	7388	6751	4250	3910	6410	3996	3138	3145
ENSMUSG00000089624.1	1	0	0	1	2	0	0	0
ENSMUSG00000039182.5	732	667	624	432	593	297	429	481
ENSMUSG00000097806.3	0	0	0	0	0	0	0	0
ENSMUSG00000097684.1	4	0	0	0	0	1	0	0
ENSMUSG00000021318.15	53	51	13	4	33	19	0	5
ENSMUSG00000041324.13	0	1	0	4	1	0	3	2
ENSMUSG00000095584.1	0	0	0	0	0	0	0	0
ENSMUSG00000055137.6	466	344	132	196	516	208	378	183
ENSMUSG00000087872.1	0	0	0	0	0	0	0	0
ENSMUSG00000098218.1	1	2	1	0	0	0	0	0
ENSMUSG00000094754.1	1	0	0	0	0	0	0	0
ENSMUSG00000094665.1	0	0	0	5	0	0	0	1
ENSMUSG00000012429.8	554	460	417	315	636	334	344	275
ENSMUSG00000041297.7	953	1101	4996	4148	1047	489	4430	4175
ENSMUSG00000080574.1	4	2	1	3	3	0	1	0
ENSMUSG00000095025.1	0	0	0	0	0	0	0	0
ENSMUSG00000081285.2	13	31	7	13	17	6	12	3
ENSMUSG00000008859.7	6016	4294	5229	2742	5428	2691	2315	3618
ENSMUSG00000075054.4	791	510	786	396	665	355	359	537
ENSMUSG00000102237.1	0	0	0	0	0	0	0	0
ENSMUSG00000075053.2	336	245	174	172	246	172	124	122
ENSMUSG00000009734.17	0	0	0	0	0	0	0	0
ENSMUSG00000041236.7	11935	9951	16093	10565	15156	6811	8960	14414
ENSMUSG00000089046.1	0	0	0	0	0	0	0	0
ENSMUSG00000021314.11	19	17	26	15	24	2	5	4
ENSMUSG00000105715.1	0	0	0	0	0	0	0	0
ENSMUSG00000076744.2	0	0	0	0	0	0	0	0
ENSMUSG00000076745.4	0	0	0	0	0	0	0	0
ENSMUSG00000076746.3	0	0	0	0	0	0	0	0
ENSMUSG00000076747.3	0	0	0	0	0	0	0	0
ENSMUSG00000104962.1	0	0	0	0	0	0	0	0
ENSMUSG00000076749.2	0	4	0	0	2	0	0	0
ENSMUSG00000076750.6	0	0	0	0	0	0	0	0
ENSMUSG00000104630.1	0	0	0	0	0	0	0	0
ENSMUSG00000091682.2	0	0	0	0	0	0	0	0
ENSMUSG00000076752.2	3	0	0	0	1	1	0	0
ENSMUSG00000105830.1	0	0	0	0	0	0	0	0
ENSMUSG00000076754.2	0	0	0	0	1	1	0	0
ENSMUSG00000076755.2	0	0	0	0	0	0	0	0
ENSMUSG00000098799.1	0	0	0	0	0	0	0	0
ENSMUSG00000076757.9	5	6	0	0	1	1	0	4
ENSMUSG00000003062.12	3876	3517	2189	2120	3851	1806	2004	1872
ENSMUSG00000105848.1	11	7	31	3	4	2	6	26
ENSMUSG00000104959.1	0	0	0	4	0	0	0	0
ENSMUSG00000002808.6	1562	2185	1335	614	1780	705	290	1207
ENSMUSG00000021319.6	135	94	12	5	145	42	13	29
ENSMUSG00000041138.15	0	0	0	0	11	0	0	0
ENSMUSG00000047462.8	43	24	2	0	22	15	0	0
ENSMUSG00000053101.2	45	17	15	6	55	13	0	5
ENSMUSG00000050243.5	26	40	27	12	21	12	26	18
ENSMUSG00000041112.15	242	321	422	175	433	162	77	172
ENSMUSG00000097951.1	8	3	9	6	5	0	4	2
ENSMUSG00000021322.7	78	109	26	1	88	36	1	21
ENSMUSG00000088989.1	3	0	0	0	0	0	0	0
ENSMUSG00000042869.1	0	0	0	0	0	0	0	0
ENSMUSG00000060404.2	0	0	0	0	0	0	0	0
ENSMUSG00000071522.2	0	0	0	0	0	0	0	0
ENSMUSG00000045474.5	0	0	0	0	0	0	0	0
ENSMUSG00000021326.11	1670	1767	1634	1257	1915	822	995	1247
ENSMUSG00000004344.11	0	0	0	0	0	1	2	0
ENSMUSG00000084414.3	0	1	0	1	0	0	0	0
ENSMUSG00000004341.7	0	0	0	0	11	0	2	0
ENSMUSG00000045508.4	0	0	0	0	0	0	0	0
ENSMUSG00000036721.13	233	184	258	345	255	124	526	239
ENSMUSG00000081191.1	0	1	0	2	0	0	0	0
ENSMUSG00000021327.18	2041	1736	2996	3855	1905	824	3490	2417
ENSMUSG00000098790.1	2	2	1	1	1	0	1	0
ENSMUSG00000055313.14	25	26	12	10	37	6	26	12
ENSMUSG00000085788.1	0	0	0	4	0	0	0	5
ENSMUSG00000022228.13	1718	1368	2824	3429	2112	975	4123	3342
ENSMUSG00000084590.1	0	0	0	0	0	0	0	0
ENSMUSG00000059395.4	28	31	34	43	59	24	65	54
ENSMUSG00000054931.6	305	258	207	259	341	178	265	251
ENSMUSG00000059459.3	0	0	0	0	0	0	0	0
ENSMUSG00000088563.1	0	1	0	0	0	1	0	0
ENSMUSG00000078139.3	582	584	448	356	598	334	488	370
ENSMUSG00000079941.1	112	123	83	92	84	48	82	52
ENSMUSG00000082396.3	2	1	0	9	11	3	14	1
ENSMUSG00000063894.14	2150	1684	2845	2350	2495	1217	3011	2685
ENSMUSG00000048996.4	0	0	0	0	0	0	0	0
ENSMUSG00000108769.1	0	0	0	0	0	0	0	0
ENSMUSG00000054890.1	0	0	0	0	0	0	0	0
ENSMUSG00000046016.2	0	0	0	1	0	0	0	4
ENSMUSG00000051258.4	1	0	0	0	0	0	0	0
ENSMUSG00000036658.3	1	4	0	0	2	0	6	2
ENSMUSG00000049737.1	0	0	0	0	0	0	0	0
ENSMUSG00000108534.1	0	0	0	0	0	0	0	0
ENSMUSG00000108674.1	0	0	0	0	0	0	0	0
ENSMUSG00000094338.1	7	6	15	4	9	6	3	4
ENSMUSG00000071516.2	1	1	4	6	5	1	0	3
ENSMUSG00000105014.1	0	0	0	0	0	0	0	0
ENSMUSG00000101355.1	2	2	2	3	3	3	0	0
ENSMUSG00000105238.1	0	0	0	0	0	0	0	0
ENSMUSG00000080076.4	0	2	1	0	0	0	1	0
ENSMUSG00000096807.1	33	13	3	8	12	24	2	1
ENSMUSG00000067455.5	7	15	7	0	21	2	0	6
ENSMUSG00000064288.4	69	40	42	26	45	24	14	48
ENSMUSG00000063021.3	11	8	12	6	7	3	1	7
ENSMUSG00000105580.1	0	0	0	0	0	0	0	0
ENSMUSG00000095217.1	9	6	8	1	3	7	4	3
ENSMUSG00000085331.1	4	0	16	4	12	0	10	31
ENSMUSG00000058773.2	32	31	57	21	32	36	8	5
ENSMUSG00000101972.1	14	2	6	2	3	4	6	2
ENSMUSG00000069309.2	2	0	0	0	2	0	0	3
ENSMUSG00000106281.1	0	0	0	0	0	0	0	0
ENSMUSG00000069308.7	4	0	2	3	11	0	2	8
ENSMUSG00000069307.5	6	7	2	3	12	4	0	7
ENSMUSG00000094248.1	2	0	0	1	0	0	1	0
ENSMUSG00000105256.1	0	0	0	0	0	0	0	0
ENSMUSG00000069306.5	43	40	29	17	38	11	18	90
ENSMUSG00000069305.3	37	32	28	11	29	10	5	20
ENSMUSG00000094777.2	0	0	0	0	0	0	0	0
ENSMUSG00000106440.1	0	0	0	0	0	0	0	0
ENSMUSG00000069303.5	1	0	3	1	0	1	0	1
ENSMUSG00000080770.1	0	0	0	0	0	0	0	0
ENSMUSG00000088148.1	1	0	0	0	0	0	0	0
ENSMUSG00000081576.1	0	0	0	0	0	0	0	0
ENSMUSG00000105839.1	0	1	0	4	0	0	0	0
ENSMUSG00000085393.1	0	0	0	0	0	0	0	0
ENSMUSG00000006720.16	5	10	7	20	11	2	2	22
ENSMUSG00000078917.3	1	0	0	1	0	2	0	2
ENSMUSG00000081265.1	0	1	0	0	0	0	0	0
ENSMUSG00000016982.6	0	0	0	0	40	4	0	0
ENSMUSG00000006179.8	0	1	0	0	0	0	0	0
ENSMUSG00000085827.7	0	0	0	0	0	0	0	0
ENSMUSG00000086508.1	0	0	0	0	0	0	0	0
ENSMUSG00000043145.6	0	0	0	0	0	0	0	3
ENSMUSG00000104608.1	0	0	0	0	0	0	0	0
ENSMUSG00000069302.5	6	0	5	0	2	3	0	8
ENSMUSG00000062727.4	12	7	7	10	8	11	0	8
ENSMUSG00000060639.5	453	467	418	277	589	305	97	298
ENSMUSG00000069301.5	2	3	5	0	6	0	1	3
ENSMUSG00000105433.1	0	0	0	0	0	0	0	0
ENSMUSG00000069300.3	139	98	47	23	189	78	30	116
ENSMUSG00000083873.1	0	0	0	0	4	0	0	0
ENSMUSG00000082869.1	0	0	0	0	0	0	0	0
ENSMUSG00000084072.1	0	0	0	0	0	0	0	0
ENSMUSG00000076237.1	0	0	0	0	0	0	0	0
ENSMUSG00000069299.1	0	0	0	0	0	0	0	0
ENSMUSG00000081334.1	0	0	0	0	0	0	0	0
ENSMUSG00000099611.1	0	1	0	0	0	0	0	3
ENSMUSG00000081469.1	0	0	0	0	0	0	0	0
ENSMUSG00000083167.1	0	0	0	0	0	0	0	0
ENSMUSG00000089973.3	0	1	0	0	0	0	0	0
ENSMUSG00000083319.1	0	0	6	0	0	0	4	2
ENSMUSG00000083348.1	0	0	0	0	0	0	0	0
ENSMUSG00000095916.1	0	0	0	0	0	0	0	0
ENSMUSG00000099787.1	0	0	0	0	0	0	0	0
ENSMUSG00000096817.1	0	0	0	0	0	0	0	0
ENSMUSG00000095684.1	0	0	0	0	0	0	0	0
ENSMUSG00000046932.1	0	0	0	0	0	0	0	0
ENSMUSG00000069297.1	0	0	0	0	0	0	0	0
ENSMUSG00000069296.3	0	0	0	0	0	0	0	0
ENSMUSG00000084038.2	10	30	175	41	33	10	30	65
ENSMUSG00000069295.1	0	0	0	0	0	0	0	0
ENSMUSG00000082785.3	0	0	0	0	0	0	0	0
ENSMUSG00000069294.1	0	0	0	0	0	0	0	0
ENSMUSG00000095125.1	0	0	0	0	0	0	0	0
ENSMUSG00000069292.3	0	0	0	0	0	0	0	0
ENSMUSG00000081080.1	0	0	0	0	0	0	0	0
ENSMUSG00000101073.1	0	0	0	0	0	0	0	0
ENSMUSG00000084924.3	0	0	0	0	0	0	0	0
ENSMUSG00000081283.1	0	0	0	0	0	0	0	0
ENSMUSG00000083940.3	0	0	0	0	0	0	0	0
ENSMUSG00000094898.1	0	0	0	0	0	0	0	0
ENSMUSG00000081717.1	0	0	0	0	0	0	0	0
ENSMUSG00000080697.1	0	0	0	0	0	0	0	0
ENSMUSG00000081495.1	0	0	0	0	0	0	0	0
ENSMUSG00000094379.1	0	0	0	0	0	0	0	0
ENSMUSG00000087688.1	0	0	0	0	0	0	0	0
ENSMUSG00000069289.1	0	0	0	0	0	0	0	0
ENSMUSG00000094637.1	0	0	0	0	0	0	0	0
ENSMUSG00000100296.1	0	0	0	0	0	0	0	0
ENSMUSG00000101578.1	0	0	0	0	0	0	0	0
ENSMUSG00000081914.1	0	0	0	0	0	0	0	0
ENSMUSG00000083413.1	0	0	0	0	0	0	0	0
ENSMUSG00000082178.1	2	4	1	4	8	1	2	0
ENSMUSG00000083673.3	0	0	0	0	0	0	0	0
ENSMUSG00000085221.2	0	0	0	0	0	0	0	0
ENSMUSG00000084136.3	0	0	0	0	0	0	0	0
ENSMUSG00000082540.1	0	0	0	0	0	0	0	0
ENSMUSG00000081531.1	0	0	0	0	0	0	0	0
ENSMUSG00000080730.1	2	2	1	4	8	1	2	2
ENSMUSG00000071493.4	0	0	0	0	0	0	0	0
ENSMUSG00000087643.1	0	0	0	0	0	0	0	0
ENSMUSG00000071491.1	0	0	0	0	0	0	0	0
ENSMUSG00000061296.1	0	0	0	0	0	0	0	0
ENSMUSG00000083297.1	0	0	0	0	0	0	0	0
ENSMUSG00000063998.3	0	0	0	0	0	0	0	0
ENSMUSG00000082037.1	0	0	0	0	0	0	0	0
ENSMUSG00000089615.1	0	0	0	0	0	0	0	0
ENSMUSG00000071490.3	0	0	0	0	0	0	0	0
ENSMUSG00000094264.1	0	0	0	0	0	0	0	0
ENSMUSG00000082340.1	0	0	0	0	0	0	0	0
ENSMUSG00000082268.1	0	0	0	0	0	0	0	0
ENSMUSG00000094485.1	0	0	0	0	0	0	0	0
ENSMUSG00000081060.1	0	0	0	0	0	0	0	0
ENSMUSG00000079064.2	0	0	0	0	0	0	0	0
ENSMUSG00000060024.1	0	0	0	0	0	0	0	0
ENSMUSG00000082656.1	0	0	0	0	0	0	0	0
ENSMUSG00000061829.3	0	0	0	0	0	0	0	0
ENSMUSG00000083124.1	0	0	0	0	0	0	0	0
ENSMUSG00000099917.1	0	0	0	0	0	0	0	0
ENSMUSG00000057799.3	0	0	0	0	0	0	0	0
ENSMUSG00000080861.1	0	0	0	0	0	0	0	0
ENSMUSG00000081912.1	0	0	0	0	0	0	0	0
ENSMUSG00000094600.1	0	0	0	0	0	0	0	0
ENSMUSG00000084315.1	0	0	0	0	0	0	0	0
ENSMUSG00000060490.1	0	0	0	0	0	0	0	0
ENSMUSG00000061376.1	0	0	0	0	0	0	0	0
ENSMUSG00000096099.1	0	0	0	0	0	0	0	0
ENSMUSG00000080794.1	0	0	0	0	0	0	0	0
ENSMUSG00000082316.3	0	0	0	0	0	0	0	0
ENSMUSG00000061022.3	0	0	0	0	0	0	0	0
ENSMUSG00000069280.1	0	0	0	0	0	0	0	0
ENSMUSG00000082593.1	0	0	0	0	0	0	0	0
ENSMUSG00000084096.1	0	0	0	0	0	0	0	0
ENSMUSG00000085488.1	0	0	0	0	7	0	0	0
ENSMUSG00000085122.1	0	0	0	0	0	0	0	0
ENSMUSG00000080698.1	0	0	0	0	0	0	0	0
ENSMUSG00000087097.1	0	0	0	0	0	0	0	0
ENSMUSG00000046351.10	583	507	956	662	669	364	599	590
ENSMUSG00000083667.1	0	0	0	0	0	0	0	0
ENSMUSG00000036376.2	1094	935	769	691	1115	510	679	535
ENSMUSG00000085024.1	2	1	4	0	3	4	17	0
ENSMUSG00000000706.15	0	1	0	4	1	0	0	0
ENSMUSG00000053216.14	0	0	0	0	0	0	3	0
ENSMUSG00000104750.1	0	0	0	0	0	0	0	0
ENSMUSG00000085016.1	9	14	1	10	10	2	17	10
ENSMUSG00000060981.6	878	925	440	533	846	439	508	471
ENSMUSG00000061991.2	18	19	5	3	13	5	6	3
ENSMUSG00000105109.1	0	0	0	0	0	0	0	0
ENSMUSG00000099517.1	12	11	6	4	8	1	1	4
ENSMUSG00000064168.4	16	34	13	4	22	9	7	12
ENSMUSG00000100210.1	133	132	60	46	114	64	53	41
ENSMUSG00000069274.3	215	208	81	98	124	104	101	53
ENSMUSG00000052565.6	327	225	188	149	170	113	109	129
ENSMUSG00000069273.2	156	143	49	107	93	47	160	59
ENSMUSG00000069272.5	41	19	29	14	21	14	6	29
ENSMUSG00000104771.1	0	0	0	0	0	0	0	0
ENSMUSG00000058385.7	129	91	125	42	106	45	30	88
ENSMUSG00000069268.4	38	34	26	16	30	23	20	28
ENSMUSG00000071478.5	2	4	17	4	6	4	0	5
ENSMUSG00000105924.1	0	0	0	0	0	0	0	0
ENSMUSG00000099583.1	47	32	33	24	45	13	17	32
ENSMUSG00000061482.6	1899	1865	549	1051	1389	986	1320	502
ENSMUSG00000047246.6	1525	1400	2509	1306	1638	907	1018	2084
ENSMUSG00000080741.3	0	0	0	0	0	0	0	0
ENSMUSG00000051627.2	664	586	736	644	552	347	555	676
ENSMUSG00000084753.1	0	0	0	0	0	0	0	0
ENSMUSG00000088030.1	0	1	0	1	1	0	0	0
ENSMUSG00000069270.5	56	13	19	20	24	19	19	23
ENSMUSG00000104997.1	0	0	0	0	0	0	0	0
ENSMUSG00000018102.4	4823	4868	3637	2241	5757	3041	1920	3741
ENSMUSG00000036211.3	10	8	7	25	54	2	13	23
ENSMUSG00000060678.4	824	809	303	461	589	327	710	338
ENSMUSG00000006611.14	31805	32448	20716	7542	32574	15305	8557	24731
ENSMUSG00000083206.1	0	0	0	0	0	0	0	1
ENSMUSG00000036181.2	8042	7798	6327	7405	6189	3978	5985	5598
ENSMUSG00000069310.3	16	14	29	16	20	10	4	15
ENSMUSG00000080999.1	1	0	4	2	3	0	0	1
ENSMUSG00000106595.1	0	0	0	0	0	0	0	0
ENSMUSG00000075031.3	138	176	115	69	169	72	70	103
ENSMUSG00000061615.2	24	23	44	9	22	6	4	23
ENSMUSG00000106203.1	0	0	0	0	0	0	0	0
ENSMUSG00000069267.2	77	57	88	8	72	36	19	45
ENSMUSG00000075029.6	3	1	0	0	2	2	1	0
ENSMUSG00000069266.5	27	23	14	9	16	12	10	11
ENSMUSG00000060093.6	259	177	98	121	177	78	132	56
ENSMUSG00000069265.2	44	24	12	10	24	9	30	11
ENSMUSG00000049539.2	40	52	31	3	43	37	2	17
ENSMUSG00000064140.2	7	16	12	17	15	2	1	10
ENSMUSG00000087173.1	0	0	0	0	0	0	0	0
ENSMUSG00000036110.14	0	0	0	0	0	0	0	0
ENSMUSG00000036083.14	0	0	0	0	0	0	0	0
ENSMUSG00000021335.13	1	1	4	4	1	0	4	7
ENSMUSG00000021336.16	0	0	0	0	0	0	0	0
ENSMUSG00000082558.1	0	0	0	0	0	0	0	0
ENSMUSG00000050799.3	301	373	372	148	450	100	73	249
ENSMUSG00000060081.1	0	0	0	0	6	0	0	0
ENSMUSG00000105874.1	0	0	0	0	0	0	0	0
ENSMUSG00000021337.7	0	0	0	0	0	0	0	0
ENSMUSG00000087603.1	0	0	0	0	0	0	0	0
ENSMUSG00000021338.17	284	306	1423	926	466	184	798	936
ENSMUSG00000081707.1	0	6	0	0	0	0	0	2
ENSMUSG00000083409.1	0	0	0	0	0	0	0	0
ENSMUSG00000089580.1	0	0	0	0	0	0	0	0
ENSMUSG00000081909.1	0	0	0	0	0	0	0	0
ENSMUSG00000016756.16	59	79	43	5	91	50	2	16
ENSMUSG00000084788.1	0	0	0	0	0	0	0	0
